Id,SalePrice
1461,104734.7936964148
1462,151299.74381811917
1463,176078.988590976
1464,177144.25494605734
1465,235756.33553641767
1466,172220.9245163449
1467,157726.53173982073
1468,164811.50413961837
1469,177919.93524738355
1470,108581.92815539148
1471,202424.85653853114
1472,84487.16317006492
1473,102783.5978321298
1474,151440.3551337422
1475,114480.95899483829
1476,373699.7181652497
1477,288778.1642539861
1478,318033.7685761553
1479,317210.2237410833
1480,428482.32944571273
1481,314969.58906775084
1482,248853.44263086002
1483,191472.51458091126
1484,154004.80175797688
1485,172661.59216503974
1486,204405.5363507081
1487,328457.0563615371
1488,248731.31709055172
1489,204506.83329301258
1490,226072.83914477204
1491,192512.56500582397
1492,95136.24036816065
1493,185140.51046400296
1494,300986.2879793121
1495,292976.5191438319
1496,227559.23550211475
1497,191978.8749518235
1498,159156.4248011876
1499,162592.19522157137
1500,167967.22786283074
1501,195965.85973490123
1502,154371.24989328056
1503,278643.0473455116
1504,229044.80851990625
1505,211006.76218086586
1506,192789.5596018436
1507,234461.65141145175
1508,183196.832827891
1509,153399.35126333789
1510,150148.6265868724
1511,149348.24347061745
1512,181157.5911636108
1513,129016.99913705676
1514,176542.53463792324
1515,226797.03349523945
1516,146303.61211617652
1517,152058.89390228048
1518,164107.7901833644
1519,210785.44073448004
1520,132245.03238415322
1521,134358.83697650628
1522,181920.71752218087
1523,107287.3244109056
1524,98660.55857578432
1525,109780.27038860111
1526,111683.84723611304
1527,88000.21960806334
1528,124024.7196122182
1529,145178.88896940462
1530,173768.33494230872
1531,131774.09004080843
1532,96673.46789650258
1533,156388.98700938816
1534,118356.43642546958
1535,161012.88568414503
1536,110723.54363346181
1537,70473.66189349047
1538,160584.5955940471
1539,166234.72296672303
1540,131427.72563188605
1541,126884.08781669207
1542,163065.7940524359
1543,206453.10479492054
1544,88743.10251528921
1545,108871.85095896502
1546,144903.6148774575
1547,169136.64726381004
1548,136090.53268083092
1549,134415.38421017607
1550,147986.289887137
1551,99557.10581049777
1552,152475.04580821644
1553,150034.95636243257
1554,112628.81888199027
1555,194212.23911002674
1556,123295.91959335573
1557,106617.17577082629
1558,87891.7718931319
1559,122439.86678849312
1560,131288.78096471075
1561,143326.87275574496
1562,125982.77152605471
1563,106830.71162765985
1564,188497.23235327867
1565,155399.5304234866
1566,220682.5140696863
1567,60838.77817209414
1568,230645.12285435724
1569,124600.15532214253
1570,130417.05950232653
1571,109996.76704879175
1572,141357.47244822455
1573,272032.8160554118
1574,129563.38022231578
1575,218610.90530612855
1576,224910.41583209648
1577,184271.72868714295
1578,111888.67241376557
1579,133369.391387654
1580,179094.41672782507
1581,149541.69652196032
1582,115761.45113124116
1583,279116.28301226743
1584,230951.92174220877
1585,165508.73592058185
1586,55174.417715758085
1587,90739.48773246794
1588,146508.11118095857
1589,94256.22767252277
1590,127524.34758737579
1591,91563.86257149873
1592,118514.09860626457
1593,115371.00251916761
1594,146094.6909758558
1595,142590.08406122413
1596,252282.9738917814
1597,216519.5467305025
1598,191034.9250781726
1599,180216.74557801697
1600,177894.567765594
1601,49575.323808582965
1602,84411.78817077167
1603,75207.31020067062
1604,279163.52001111256
1605,233921.81875220477
1606,155799.95841626858
1607,185963.51496223756
1608,217552.9805326974
1609,207304.14431104774
1610,152859.27340758976
1611,145188.78771604097
1612,195356.42509432358
1613,167561.39788114547
1614,123554.10328166198
1615,73754.74931889423
1616,73754.74931889423
1617,75501.05369504052
1618,106051.13932114164
1619,133607.2989354364
1620,181838.95177938335
1621,138137.42981079628
1622,137053.0580797433
1623,242693.6037301307
1624,214518.26307913382
1625,91822.50273077271
1626,173103.38663334888
1627,177927.90805825335
1628,265058.5399279654
1629,159710.76603594562
1630,350626.4162154456
1631,233836.50192431838
1632,267931.564572718
1633,159307.4899794032
1634,189295.22387728083
1635,174685.47048409784
1636,164414.42558730533
1637,186522.63858947775
1638,204718.43772797997
1639,176678.48983741307
1640,242923.53867539822
1641,178650.37056259974
1642,224309.66089112055
1643,238022.64390708576
1644,227615.68343082792
1645,201739.24287634296
1646,147535.31059511227
1647,138730.2276303774
1648,132569.25201464433
1649,137570.13420569082
1650,97592.32029012416
1651,104857.07300758827
1652,96487.7593288197
1653,94961.297393493
1654,160929.68432416813
1655,142500.81296369492
1656,152454.48262981419
1657,156261.48951394577
1658,174147.3878047089
1659,100585.85142288101
1660,156186.17543209728
1661,394908.2491901058
1662,363611.26633754896
1663,347184.528974282
1664,409664.39677186206
1665,322624.42541911604
1666,314691.23218500055
1667,344530.331388738
1668,326472.6215229037
1669,295551.68194143753
1670,331976.96100966225
1671,273072.76649995206
1672,380158.70020650025
1673,299612.8988753874
1674,277626.1950467437
1675,232641.6565909657
1676,226170.34362456587
1677,231914.09606901463
1678,393629.34608773526
1679,355113.8368154239
1680,351281.72517422796
1681,294181.49404622684
1682,297890.1009881734
1683,234588.24862067937
1684,188451.3746272691
1685,190055.16242147225
1686,166141.70254409884
1687,172124.7513980111
1688,203538.57428929547
1689,197695.00050991972
1690,191161.38815715746
1691,180954.4161347492
1692,256342.97452194977
1693,165640.88469731808
1694,169520.7847023731
1695,147386.032082611
1696,254116.03076802508
1697,141174.27049347444
1698,327306.37106839893
1699,324105.4739977479
1700,257896.27478585672
1701,281796.1502359973
1702,251000.47452246898
1703,259667.0691430671
1704,258599.95855317044
1705,243350.12869765598
1706,364142.51472219767
1707,240574.18147626566
